lang,type,url,title,description,heading,chars,images,documents,slug,source_file
en,page,http://moreco.ma/general-use/huwa-san-productline/hygiene-home/?lang=en,Huwa-San Hygiene @ Home products are the ideal solution for all household disinfection.,"Huwa-San disinfectants are safe, 100% ecological and odourless. Huwa-San disinfectants can be used to disinfect surfaces, utensils, hands, and can even be used for food disinfection.",Hygiene @ Home,4978,6,0,general-use-huwa-san-productline-hygiene-home,general-use/huwa-san-productline/hygiene-home/index~lang-en.html
en,page,http://moreco.ma/general-use/huwa-san-productline/pool/?lang=en,"Huwa-San for Pool: an eco-friendly, effective water disinfectant","It is a chlorine-free disinfectant for both public as private swimming pools with protection against bacteria, viruses and algae.",Pool,7087,6,0,general-use-huwa-san-productline-pool,general-use/huwa-san-productline/pool/index~lang-en.html
en,page,http://moreco.ma/general-use/huwa-san-productline/professional-disinfection-2/?lang=en,Huwa-San for biodegradable professional disinfection.,"Huwa-San is a safe, odourless, alcohol-free and eco-friendly disinfectant solution for; Agriculture, Veterinary industry, Food industry and even for (drinking) water disinfecting.",Professional disinfection,5388,6,5,general-use-huwa-san-productline-professional-disinfection-2,general-use/huwa-san-productline/professional-disinfection-2/index~lang-en.html
en,page,http://moreco.ma/general-use/huwa-san-productline/professional-disinfection-2/agriculture/?lang=en,"Huwa-San AGRO optimizes root growth, oxygen uptake, plant health.",Huwa-San AGRO increases your yield by optimizing water quality and better hygiene. Maximizing water quality and fertigation efficiency. Increasing productivity while decreasing the pesticide burden and ensuring a clean environment reducing environmental stress for your crops and decreasing losses.,Agriculture,1269,0,0,general-use-huwa-san-productline-professional-disinfection-2-agriculture,general-use/huwa-san-productline/professional-disinfection-2/agriculture/index~lang-en.html
en,page,http://moreco.ma/general-use/huwa-san-productline/professional-disinfection-2/food-beverage/?lang=en,Huwa-San Food & Beverage is ideal for disinfection,"Huwa-San F&B products are ideal for the disinfection of surfaces, equipment and machinery in all kinds of food processing companies.",Food & Beverage,973,0,0,general-use-huwa-san-productline-professional-disinfection-2-food-beverage,general-use/huwa-san-productline/professional-disinfection-2/food-beverage/index~lang-en.html
en,page,http://moreco.ma/general-use/huwa-san-productline/professional-disinfection-2/hard-surface/?lang=en,Huwa-San Hard Surface for industrial kitchens,"Huwa-San 50 HS solution is a disinfectant for surfaces, floors and materials in for example cosmetic, pharmaceutical, industrial kitchens, …",Hard Surface,325,0,0,general-use-huwa-san-productline-professional-disinfection-2-hard-surface,general-use/huwa-san-productline/professional-disinfection-2/hard-surface/index~lang-en.html
en,page,http://moreco.ma/general-use/huwa-san-productline/professional-disinfection-2/veterinary/?lang=en,Huwa-San VET improves the animal health and water quality,"Huwa-San VET enhances the quality of the animals’ living conditions, resulting in healthier, bigger animals and a lower mortality rate.",Veterinary,1066,0,0,general-use-huwa-san-productline-professional-disinfection-2-veterinary,general-use/huwa-san-productline/professional-disinfection-2/veterinary/index~lang-en.html
en,page,http://moreco.ma/general-use/huwa-san-productline/professional-disinfection-2/water-treatment/?lang=en,"Huwa-San 50 WT is suitable to kill bacteria, fungi, viruses, spores, algae and amoebae.","Huwa-San Water products can be used to disinfect your entire water system, to remove biofilm and to prevent Legionella. Huwa-San Water is a biodegradable alternative to existing products on the basis of halogens, chlorine, bromine, iodine, aldehydes, quaternary ammonium compounds.",Water Treatment,452,0,0,general-use-huwa-san-productline-professional-disinfection-2-water-treatment,general-use/huwa-san-productline/professional-disinfection-2/water-treatment/index~lang-en.html
en,page,http://moreco.ma/humans/?lang=en,MORECO offers a biologically active silicon that can be absorbed by humans,"All humans need silicon; it is the mineral that enables us to age healthily, actively and gracefully. All these substances are great supplements to our daily diet and support our bones, joints, heart and blood vessels and the growth of skin, hair and nails. Depending on cell production and growth, the use of Mavita, will be effective from the age of 7.",Humans,1834,2,0,humans,humans/index~lang-en.html
en,page,http://moreco.ma/humans/mavita-productline/?lang=en,Mavita Productline with fully absorbed OSA,"The Mavita line provides these substances (OSA) as great additional supplements for your daily diet. It strengthens bones, joints, heart and blood vessels. It stimulates the growth and health of hair, nails and skin.",Mavita Productline,5700,7,6,humans-mavita-productline,humans/mavita-productline/index~lang-en.html
en,page,http://moreco.ma/humans/mavita-productline/mavita-beauty/?lang=en,Discover a new general wellbeing with Mavita Beauty,"Silicon is an essential trace element needed for the normal growth, development and health of hair, skin and nails. Our product is the only one to contain fully absorbed Si! Mavita Beauty is a “state of the art” nutri- supplement designed to promote healthy, strong and hydrated skin that looks and feels more youthful.",Mavita Beauty,2486,2,0,humans-mavita-productline-mavita-beauty,humans/mavita-productline/mavita-beauty/index~lang-en.html
en,page,http://moreco.ma/humans/mavita-productline/mavita-health/?lang=en,Mavita Health is an energized suspension of bioavailable silica and 10 selected MINERALS,"Mavita Health contains all the important elements like the indispensable silicon. It has a positive effect on the whole body because of its balanced composition. It makes, the bones, the blood vessels and the muscles healthy again. Moreover, it strengthens nails and makes hair thicker. Besides, it contributes to the preservation of flexible joints and strong bones. Mavita Health also influences the quality and elasticity of the skin because it stimulates the creation of collagen.",,4457,1,0,humans-mavita-productline-mavita-health,humans/mavita-productline/mavita-health/index~lang-en.html
en,page,http://moreco.ma/humans/mavita-productline/mavita-luxe/?lang=en,Mavita Luxe,"The natural way to optimum endocrinal balance, more energy and better sexual functioning, both for men and for women. Ensures increased blood circulation of the corpi cavernosi!",Mavita Luxe,5219,4,0,humans-mavita-productline-mavita-luxe,humans/mavita-productline/mavita-luxe/index~lang-en.html
en,page,http://moreco.ma/humans/mavita-productline/mavita-slim-maca/?lang=en,Mavita Slim+ is your perfect meal replacement shake,"Our Mavita Slim+ protein diet is the best and most scientifically supported way to lose weight quickly in a healthy responsible way. If the diet is followed in a proper way we guarantee a fast and permanent weight loss. Moreover, our product contains the best proteins in combination with a 100% bio-available silica, so your diet will no have extra cost to your budget relative to normal daily diet.",Mavita Slim+ (with Maca),8052,3,0,humans-mavita-productline-mavita-slim-maca,humans/mavita-productline/mavita-slim-maca/index~lang-en.html
en,page,http://moreco.ma/humans/mavita-productline/mavita-sport/?lang=en,Mavita Sport: Energized suspension of bioavailable silica and 8 selected MINERALS,"Mavita Sport contains the main component silicon which ensures a faster recovery from injuries, when it is daily taken. It also prevents acidification of muscles and it takes care of a better endurance.",Mavita Sport,1031,2,0,humans-mavita-productline-mavita-sport,humans/mavita-productline/mavita-sport/index~lang-en.html
en,page,http://moreco.ma/humans/mavita-productline/mavita-stress-plex/?lang=en,Feel the difference in your overall well-being with Mavita Stress-plex,"If you feel stressed or anxious often, it can be a sign of bigger issues. Stress-plex is a natural supplement. It contains nutrients and Si that support healthy brain and nervous system function. Helps prevent the release of stress hormones that may cause you to feel anxious.",Mavita Stress-Plex,4780,2,0,humans-mavita-productline-mavita-stress-plex,humans/mavita-productline/mavita-stress-plex/index~lang-en.html
en,page,http://moreco.ma/hydroxyaluminosilicates-and-the-therapeutic-potential-of-silicic-acid/?lang=en,The therapeutic potential of silicic acid,Reflections upon and recent insight into the mechanism of formation of hydroxyaluminosilicates and the therapeutic potential of silicic acid.,The therapeutic potential of silicic acid,2892,2,2,hydroxyaluminosilicates-and-the-therapeutic-potential-of-silicic-acid,hydroxyaluminosilicates-and-the-therapeutic-potential-of-silicic-acid/index~lang-en.html
en,page,http://moreco.ma/impact-of-agriculture-on-the-si-biogeochemical-cycle/?lang=en,Impact of agriculture on the Si biogeochemical cycle,"We present here new evidence that the exportation of straw can lead to the depletion of the soil phytoliths pool in 10 years. In order to maintain the current levels of Si in crops, the contribution of other soil silicates such as clay minerals to the phytoavailable silica pool may become a key parameter, when straw is exported.",Impact of agriculture on the Si biogeochemical cycle,2243,2,2,impact-of-agriculture-on-the-si-biogeochemical-cycle,impact-of-agriculture-on-the-si-biogeochemical-cycle/index~lang-en.html
en,page,http://moreco.ma/mavita-health-supports-immune-system/?lang=en,Mavita Health supports the immune system: the basis for a good health,"Mavita Health is a unique mineral complex composed of ten essential natural spore- and macro elements. The most essential mineral of this is silicon. Every human being will get, despite a balanced and healthy nutrition, a lack of certain minerals as one gets older. This is caused by the fact the European soil does not contain enough spore elements.",Mavita Health supports the immune system,1089,1,0,mavita-health-supports-immune-system,mavita-health-supports-immune-system/index~lang-en.html
en,page,http://moreco.ma/media/?lang=en,Media files and upcoming events - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",Media files and upcoming events,1508,2,3,media,media/index~lang-en.html
en,page,http://moreco.ma/moreco-products/?lang=en,Moreco products - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",Moreco products,815,0,0,moreco-products,moreco-products/index~lang-en.html
en,page,http://moreco.ma/news/?lang=en,News - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",Moreco products,3437,8,0,news,news/index~lang-en.html
en,page,http://moreco.ma/nutrition-and-hair-deficiencies-and-supplements/?lang=en,Nutrition and Hair: Deficiencies and Supplements,"Hair follicle cells have a high turnover. Their active metabolism requires a good supply of nutrients and energy. A caloric deprivation or deficiency of several components, such as proteins, minerals, essential fatty acids, and vitamins, caused by inborn errors or reduced uptake can lead to structural abnormalities, pigmentation changes, or hair loss, although exact data are often lacking. Combined deficiencies are not uncommon, especially in malnutrition.",Nutrition and Hair: Deficiencies and Supplements,2653,2,2,nutrition-and-hair-deficiencies-and-supplements,nutrition-and-hair-deficiencies-and-supplements/index~lang-en.html
en,page,http://moreco.ma/osa-bioavailability-cross-over-study/?lang=en,OSA bioavailability cross-over study,"The absorption and urinary excretion of Si from stabilized orthosilicic acid (OSA), standardized herbal silica extract from the Si-accumulator plant Equisetum arvense, and colloidal silicic acid were compared in a double-blind study with healthy subjects.",OSA bioavailability cross-over study,2249,2,2,osa-bioavailability-cross-over-study,osa-bioavailability-cross-over-study/index~lang-en.html
en,page,http://moreco.ma/products/?lang=en,Moreco distributes products with an absorbable form of Silicon (OSA).,"Moreco produces and distributes products with a patented biologically active absorbable form of Silicon for humans, animals and horti/agriculture products. We also provide ecological disinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",Products,1023,4,0,products,products/index~lang-en.html
en,page,http://moreco.ma/research-products/?lang=en,Research for all products - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",Research for all products,1361,20,0,research-products,research-products/index~lang-en.html
en,page,http://moreco.ma/research/15-resultats-sur-les-grapes/?lang=en,15-Résultats sur les grapes - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,297,1,0,research-15-resultats-sur-les-grapes,research/15-resultats-sur-les-grapes/index~lang-en.html
en,page,http://moreco.ma/research/16-resultats-sur-les-prunes/?lang=en,16-Résultats sur les prunes - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,146,1,0,research-16-resultats-sur-les-prunes,research/16-resultats-sur-les-prunes/index~lang-en.html
en,page,http://moreco.ma/research/17-resultats-sur-les-framboises/?lang=en,17- Résultats sur les Framboises - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,186,1,0,research-17-resultats-sur-les-framboises,research/17-resultats-sur-les-framboises/index~lang-en.html
en,page,http://moreco.ma/research/18-resultats-sur-les-oignons/?lang=en,18- Résultats sur les oignons - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",18- Résultats sur les oignons,134,1,0,research-18-resultats-sur-les-oignons,research/18-resultats-sur-les-oignons/index~lang-en.html
en,page,http://moreco.ma/research/19-resultats-sur-le-gazon/?lang=en,19- Résultats sur le Gazon - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,149,1,0,research-19-resultats-sur-le-gazon,research/19-resultats-sur-le-gazon/index~lang-en.html
en,page,http://moreco.ma/research/effets-des-produits-orthagrow-sur-les-poivrons/?lang=en,10- Résultats sur les poivrons - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,153,3,0,research-effets-des-produits-orthagrow-sur-les-poivrons,research/effets-des-produits-orthagrow-sur-les-poivrons/index~lang-en.html
en,page,http://moreco.ma/research/resultats-de-la-production-de-ble-a-lapplication-de-orthagrow-granule/?lang=en,09-Résultats sue le blé - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,162,3,0,research-resultats-de-la-production-de-ble-a-lapplication-de-orthagrow-granule,research/resultats-de-la-production-de-ble-a-lapplication-de-orthagrow-granule/index~lang-en.html
en,page,http://moreco.ma/research/resultats-de-la-production-de-guinoa-a-lapplication-de-orthagrow-control/?lang=en,14-Résultats sur le QUINOA - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,154,2,0,research-resultats-de-la-production-de-guinoa-a-lapplication-de-orthagrow-contro,research/resultats-de-la-production-de-guinoa-a-lapplication-de-orthagrow-control/index~lang-en.html
en,page,http://moreco.ma/research/resultats-de-la-production-de-mais-densilage-a-lapplication-de-orthagrow-poudre/?lang=en,12-Résultats maïs d'ensilage - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,192,2,0,research-resultats-de-la-production-de-mais-densilage-a-lapplication-de-orthagro,research/resultats-de-la-production-de-mais-densilage-a-lapplication-de-orthagrow-poudre/index~lang-en.html
en,page,http://moreco.ma/research/resultats-de-la-production-sur-les-arbres-pecher-a-lapplication-de-orthagrow-bloom-booster/?lang=en,05-Résultats sur les pêcher - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,167,2,0,research-resultats-de-la-production-sur-les-arbres-pecher-a-lapplication-de-orth,research/resultats-de-la-production-sur-les-arbres-pecher-a-lapplication-de-orthagrow-bloom-booster/index~lang-en.html
en,page,http://moreco.ma/research/resultats-sur-les-agrumes-marisol-apres-lapplication-de-orthagrow-control/?lang=en,04-Résultats sur les Agrumes - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,141,4,0,research-resultats-sur-les-agrumes-marisol-apres-lapplication-de-orthagrow-contr,research/resultats-sur-les-agrumes-marisol-apres-lapplication-de-orthagrow-control/index~lang-en.html
en,page,http://moreco.ma/research/resultats-sur-les-cactus-apres-lapplication-de-orthagrow-control/?lang=en,13-Résultats sur les cactus - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,200,1,0,research-resultats-sur-les-cactus-apres-lapplication-de-orthagrow-control,research/resultats-sur-les-cactus-apres-lapplication-de-orthagrow-control/index~lang-en.html
en,page,http://moreco.ma/research/resultats-sur-les-carottes-apres-lapplication-de-orthagrow-control-2/?lang=en,08-Résultats sur les carottes - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,206,2,0,research-resultats-sur-les-carottes-apres-lapplication-de-orthagrow-control-2,research/resultats-sur-les-carottes-apres-lapplication-de-orthagrow-control-2/index~lang-en.html
en,page,http://moreco.ma/research/resultats-sur-les-carottes-apres-lapplication-de-orthagrow-control/?lang=en,08-Résultats sur les carottes - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,187,1,0,research-resultats-sur-les-carottes-apres-lapplication-de-orthagrow-control,research/resultats-sur-les-carottes-apres-lapplication-de-orthagrow-control/index~lang-en.html
en,page,http://moreco.ma/research/resultats-sur-les-fraises-apres-lapplication-de-la-gamme-orthagrow/?lang=en,02-Résultats sur les fraises - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,239,3,0,research-resultats-sur-les-fraises-apres-lapplication-de-la-gamme-orthagrow,research/resultats-sur-les-fraises-apres-lapplication-de-la-gamme-orthagrow/index~lang-en.html
en,page,http://moreco.ma/research/resultats-sur-les-melons-jaune-apres-lapplication-de-la-gamme-orthagrow/?lang=en,07-Résultats sur les melons - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,223,3,0,research-resultats-sur-les-melons-jaune-apres-lapplication-de-la-gamme-orthagrow,research/resultats-sur-les-melons-jaune-apres-lapplication-de-la-gamme-orthagrow/index~lang-en.html
en,page,http://moreco.ma/research/resultats-sur-les-olives-apres-lapplication-de-orthagrow-control/?lang=en,11- Résultats sur les Olives - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,134,1,0,research-resultats-sur-les-olives-apres-lapplication-de-orthagrow-control,research/resultats-sur-les-olives-apres-lapplication-de-orthagrow-control/index~lang-en.html
en,page,http://moreco.ma/research/resultats-sur-les-pommes-de-terre-apres-lapplication-du-produit-orthagrow-control/?lang=en,06-Résultats pommes de terre - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,169,2,0,research-resultats-sur-les-pommes-de-terre-apres-lapplication-du-produit-orthagr,research/resultats-sur-les-pommes-de-terre-apres-lapplication-du-produit-orthagrow-control/index~lang-en.html
en,page,http://moreco.ma/research/resultats-sur-les-pommiers-apres-lapplication-des-produits-la-gamme-orthagrow/?lang=en,01-Résultats sur les pommiers - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,222,3,0,research-resultats-sur-les-pommiers-apres-lapplication-des-produits-la-gamme-ort,research/resultats-sur-les-pommiers-apres-lapplication-des-produits-la-gamme-orthagrow/index~lang-en.html
en,page,http://moreco.ma/research/resultats-sur-les-tomates-apres-lapplication-de-orthagrow-control/?lang=en,03- Résultats sur les tomates - Moreco,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",,172,3,0,research-resultats-sur-les-tomates-apres-lapplication-de-orthagrow-control,research/resultats-sur-les-tomates-apres-lapplication-de-orthagrow-control/index~lang-en.html
en,page,http://moreco.ma/the-importance-of-silicon/?lang=en,The importance of silicon,"While the importance of (Si) in agriculture is poorly accepted, it will be when the consequences of adding (Si) to the soil are properly understood! In the past everyone thought that Silicon was not needed except as an ordinary constituent of the soil. Now it is slowly being accepted as an important beneficial element inside plants for their proper functioning.",The importance of silicon,2346,2,2,the-importance-of-silicon,the-importance-of-silicon/index~lang-en.html
en,page,https://moreco.ma/agri-horticulture/orthafight-productline/?lang=en,OrthaFight prevents and kills fungus in plants,"An unique first-ever formulation with the dual benefit of enhancing required nutrition to the plant and strengthening against fungal pathogens. Moreco’s OrthaFight productline is non-toxic, 100% soluble in water and it's bio-active nature ensures rapid absorption into the plant system and improves vigour and healthy growth.",Orthafight Productline,4136,9,1,agri-horticulture-orthafight-productline,agri-horticulture/orthafight-productline/index~lang-en.html
en,page,https://moreco.ma/applications/?lang=en,Most Moreco product lines are based on Silicon for various applications,"Silicon is the most common mineral on earth and, after oxygen, it is the most commonly used building block of mother earth. Until recently silicon was not considered an important nutrient for applications, because only small quantities of it can be found in the body. Thanks to our (10) years of new research and testing in people, animals and plants, we have recently found that these small quantities have a very important function in the body. Precisely these nano amounts of silicon are present everywhere in the body and in plants, and are essential to maintaining good health, an active life and an attractive appearance.",Applications,3584,5,0,applications,applications/index~lang-en.html
en,page,https://moreco.ma/general-use/clearox/?lang=en,Clearox® can be used as an activator for hydrogen peroxide for various general purposes.,"For instance disinfection of work surfaces as well as for disinfection of animals (e.g. desliming of fish, sanitation within the meat processing industry) can be accomplished by assing Clearox® to the Hydrogen Peroxide. It can also be used for purification of water due to the removal and prevention of biofilm.",Clearox,11218,13,0,general-use-clearox,general-use/clearox/index~lang-en.html
en,page,https://moreco.ma/registration-for-launch-moreco/?lang=en,Registration for Launch Moreco at SIAM MEKNES Morocco,Would you like to attend our private Grand launch of Moreco on 21-04-2014? Register now to attend. You and your guests are cordially invited!,Registration for Launch Moreco,2284,2,0,registration-for-launch-moreco,registration-for-launch-moreco/index~lang-en.html
fr,home,http://moreco.ma/,"Moreco, silicium pour les humains, les plantes, les animaux et l'utilisation générale","Moreco produit et distribue des produits avec une forme absorbable de Silicon biologiquement active brevetée pour des humains, d’animaux et des produits horti/agricoles. Nous fournirons également l’éco-désinfection par le peroxyde d’hydrogène pour la purification de l’eau et le contrôle des maladies biologiques pour l’agriculture et l’industrie.","Bienvenu chez MORECO, « un miracle de la science »",9240,29,0,page,index.html
fr,page,http://moreco.ma/agri-horticulture-fr/,Les produits Moreco pour agriculture contiennent OSA pour plantes.,"Il est particulièrement effectif pour la structure des plantes, leur physiologie et la protection contre les maladies et les insectes. Vos plantes prendront racine plus rapidement et développeront des tiges et feuilles plus robustes, résultant en une amélioration nette de la photosynthèse. De plus, les produits Moreco pour plantes ont un effet positif sur l’absorption de phosphore, ce qui a pour résultat des fleurs et fruits plus grands. Vous serez étonné!",Agri / Horticulture,4400,4,0,agri-horticulture-fr,agri-horticulture-fr/index.html
fr,page,http://moreco.ma/contact/,Information de contact Moreco,"Moreco produit et distribue des produits avec une forme absorbable de Silicon biologiquement active brevetée pour des humains, d’animaux et des produits horti/agricoles. Nous fournirons également l’éco-désinfection par le peroxyde d’hydrogène pour la purification de l’eau et le contrôle des maladies biologiques pour l’agriculture et l’industrie.",Contact,2698,0,0,contact,contact/index.html
fr,page,http://moreco.ma/des-animaux/,Améliorer la santé et la qualité de vie des animaux par Silicium absorbable.,"Également applicable pour la désinfection écologique. Saviez-vous que les produits concurrents prennent jusqu'à 10 minutes pour tuer les bactéries et les virus? En exploitant la puissance unique de peroxyde d'hydrogène, Clearox procure des temps les plus rapides de contact pour tuer les bactéries et les virus en 30 secondes - nettement plus rapide que les autres produits sur le marché aujourd'hui.",Des Animaux,5317,6,0,des-animaux,des-animaux/index.html
fr,page,http://moreco.ma/emploi-general/,Huwa-San est la nouvelle génération de la désinfection biodégradable.,"Les produits Huwa-San sont des désinfectants écologiques basés sur le peroxyde d'hydrogène activé et stabilisé. La façon unique d'activation et de stabilisation s'est avéré très efficace, par ex dans le contrôle de légionella et l'élimination du biofilm.",Emploi général,4737,4,0,emploi-general,emploi-general/index.html
fr,page,http://moreco.ma/emploi-general/gamme-de-produits-huwa-san/,Huwa-San est la nouvelle génération de la désinfection biodégradable.,"Les produits Huwa-San sont des désinfectants écologiques basés sur le peroxyde d'hydrogène activé et stabilisé. La façon unique d'activation et de stabilisation s'est avéré très efficace, par ex dans le contrôle de légionella et l'élimination du biofilm.",Gamme de produits Huwa-San,9714,5,0,emploi-general-gamme-de-produits-huwa-san,emploi-general/gamme-de-produits-huwa-san/index.html
fr,page,http://moreco.ma/emploi-general/gamme-de-produits-huwa-san/desinfection-professionnel/,Huwa-San est la nouvelle génération de désinfection biodégradable.,"Huwa-San est une solution sûre et inodore, et respectueux de l'environnement sans alcool désinfectant pour; Agriculture, industrie vétérinaire, l'industrie alimentaire et même pour la désinfection de l'eau (potable).",Désinfection Professionnel,6508,6,5,emploi-general-gamme-de-produits-huwa-san-desinfection-professionnel,emploi-general/gamme-de-produits-huwa-san/desinfection-professionnel/index.html
fr,page,http://moreco.ma/les-dossiers-pour-les-medias-et-les-evenements-venir/,Les dossiers pour les medias et les evenements a venir,"Moreco produces and distributes products with a patented biologically active absorble form of Silicon for humans, animals and horti/agriculture products. We also provide ecological desinfection by hydrogen peroxide for water purification and biological disease control for agriculture and industries.",Les dossiers pour les medias et les evenements a venir,1510,2,3,les-dossiers-pour-les-medias-et-les-evenements-venir,les-dossiers-pour-les-medias-et-les-evenements-venir/index.html
fr,page,http://moreco.ma/les-humains/,MORECO propose un silicium biologiquement actif qui peut être absorbée par les humains,"Les hommes comme les animaux et les plantes ont besoin de silicium. C’est un minéral qui nous permet d’être en bonne santé, actifs et de bien vieillir. Toutes ces substances sont bénéfiques en complément de notre alimentation quotidienne : elles fortifient nos os, nos articulations, notre cœur et nos vaisseaux sanguins et contribuent à la croissance de la peau, des cheveux et des ongles. En fonction de la formation et du développement des cellules, la prise de Mavita est efficace dès l’âge de 7 ans.",Les humains,2240,2,0,les-humains,les-humains/index.html
fr,page,http://moreco.ma/les-humains/ligne-de-produit-mavita/,Le ligne de produit Mavita apporte de la qualité de vie!,"Nous avons tous besoin de silice, indépendamment de notre âge. Il est important de fournir des apports en silice très tôt dans l’existence car au fil du vieillissement les niveaux en silice présents dans le tissus connaissent une baisse brutale. La silice a une influence absolue exacte sur l’absorption de tous les minéraux dont le corps a besoin pour rester en bonne santé.",Ligne de produit Mavita,6966,7,6,les-humains-ligne-de-produit-mavita,les-humains/ligne-de-produit-mavita/index.html
fr,page,http://moreco.ma/opportunites-de-carriere-a-moreco/,Opportunités de carrière à Moreco,"Moreco est à la recherche de nouveaux collègues engagés. Nous avons une culture pragmatique et réaliste, une communication ouverte, de même qu'un réseau étendu et ramifié de contacts. Nous sommes une nouvelle entreprise - spécialisée dans la recherche, la gestion et le développement de produits uniques et brevetés de santé, de soin, pour animaux, agricoles et à des fins générales.",Opportunités de carrière à Moreco,1357,0,0,opportunites-de-carriere-a-moreco,opportunites-de-carriere-a-moreco/index.html
fr,page,http://moreco.ma/produits/,Moreco distribue des produits avec une forme absorbable de silicium (OSA).,"Moreco produit et distribue des produits avec une forme de silicone brevetée, biologiquement active et absorbable pour les humains, animaux et produits horti- / agriculturaux. Nous assurons aussi la désinfection écologique avec du peroxyde d’hydrogène pour la purification de l’eau et le contrôle biologique de phytopathologies dans l’agriculture et l’industrie.",Produits,1221,4,0,produits,produits/index.html
